PC1,PC2,Filename,Title,Type,Series
-0.030843392,-0.001530351,pascal_pretenses.txt,pascal_pretenses,text,sweetvalley
-0.007887945,-0.008096567,pascal_reginas_legacy.txt,pascal_reginas_legacy,text,sweetvalley
-0.016971289,-0.006137393,pascal_rosas_lie.txt,pascal_rosas_lie,text,sweetvalley
-0.033442417,-0.00876034,pascal_second_chance.txt,pascal_second_chance,text,sweetvalley
-0.02177643,-0.0015104,pascal_shes_not_what_she_seems.txt,pascal_shes_not_what_she_seems,text,sweetvalley
-0.032532887,-0.000408476,pascal_slam_book_fever.txt,pascal_slam_book_fever,text,sweetvalley
-0.0151228,-0.000232068,pascal_soap_star.txt,pascal_soap_star,text,sweetvalley
-0.01766299,-0.006368834,pascal_starring_jessica.txt,pascal_starring_jessica,text,sweetvalley
-0.023342519,0.003553146,pascal_stepsisters.txt,pascal_stepsisters,text,sweetvalley
-0.024324014,-0.001653703,pascal_stevens_bride.txt,pascal_stevens_bride,text,sweetvalley
-0.022106799,-0.013372704,pascal_tall_dark_and_deadly.txt,pascal_tall_dark_and_deadly,text,sweetvalley
-0.033166864,-0.005708606,pascal_teacher_crush.txt,pascal_teacher_crush,text,sweetvalley
-0.017430166,-3.11E-05,pascal_that_fatal_night.txt,pascal_that_fatal_night,text,sweetvalley
-0.023820095,-0.005840015,pascal_the_arrest.txt,pascal_the_arrest,text,sweetvalley
-0.027544122,-0.006582754,pascal_the_big_night.txt,pascal_the_big_night,text,sweetvalley
-0.019221659,-0.000394706,pascal_the_boyfriend_war.txt,pascal_the_boyfriend_war,text,sweetvalley
-0.02881758,-0.004274788,pascal_the_dating_game.txt,pascal_the_dating_game,text,sweetvalley
-0.014221093,-0.011732967,pascal_the_evil_twin.txt,pascal_the_evil_twin,text,sweetvalley
-0.032429849,-0.004224754,pascal_the_ghost_of_tricia_martin.txt,pascal_the_ghost_of_tricia_martin,text,sweetvalley
-0.025328841,-0.000829353,pascal_the_girl_they_both_loved.txt,pascal_the_girl_they_both_loved,text,sweetvalley
-0.011126481,-0.00169589,pascal_the_high_school_war.txt,pascal_the_high_school_war,text,sweetvalley
-0.021749902,-0.003793511,pascal_the_long_lost_brother.txt,pascal_the_long_lost_brother,text,sweetvalley
-0.018641519,-0.003585259,pascal_the_love_bet.txt,pascal_the_love_bet,text,sweetvalley
-0.022165764,-0.008137324,pascal_the_morning_after.txt,pascal_the_morning_after,text,sweetvalley
-0.021606891,-0.001307061,pascal_the_new_elizabeth.txt,pascal_the_new_elizabeth,text,sweetvalley
-0.030353762,-0.003636054,pascal_the_parent_plot.txt,pascal_the_parent_plot,text,sweetvalley
-0.032150571,-0.008540306,pascal_the_perfect_girl.txt,pascal_the_perfect_girl,text,sweetvalley
-0.020435773,-0.004893552,pascal_the_pompom_wars.txt,pascal_the_pompom_wars,text,sweetvalley
-0.035942525,-0.007060616,pascal_the_stolen_diary.txt,pascal_the_stolen_diary,text,sweetvalley
-0.021387473,-0.004717868,pascal_the_treasure_of_death_valley.txt,pascal_the_treasure_of_death_valley,text,sweetvalley
-0.023004212,-0.00845591,pascal_the_verdict.txt,pascal_the_verdict,text,sweetvalley
-0.015717233,-0.014637279,pascal_the_wedding.txt,pascal_the_wedding,text,sweetvalley
-0.017088829,-0.013661467,pascal_to_catch_a_thief.txt,pascal_to_catch_a_thief,text,sweetvalley
-0.021106968,0.000628193,pascal_trouble_at_home.txt,pascal_trouble_at_home,text,sweetvalley
-0.019326336,0.000425856,pascal_troublemaker.txt,pascal_troublemaker,text,sweetvalley
-0.034528608,-0.012127837,pascal_two_boy_weekend.txt,pascal_two_boy_weekend,text,sweetvalley
0.002569076,-0.009920748,pascal_v_for_victory.txt,pascal_v_for_victory,text,sweetvalley
-0.032748008,-0.005400045,pascal_what_jessica_wants.txt,pascal_what_jessica_wants,text,sweetvalley
-0.034173317,-0.005320706,pascal_white_lies.txt,pascal_white_lies,text,sweetvalley
-0.035647408,-0.002997489,pascal_whos_to_blame.txt,pascal_whos_to_blame,text,sweetvalley
-0.035246632,-0.011205054,pascal_whos_who.txt,pascal_whos_who,text,sweetvalley
-0.02014657,0.003148804,svc000_sweet_valley_confidential.txt,svc000_sweet_valley_confidential,text,sweetvalley
-0.028122985,9.01E-07,svc001_the_sweet_life.txt,svc001_the_sweet_life,text,sweetvalley
-0.030790367,-0.006663675,svc002_lies_and_omissions.txt,svc002_lies_and_omissions,text,sweetvalley
-0.022332534,-0.003218536,svc003_too_many_doubts.txt,svc003_too_many_doubts,text,sweetvalley
-0.033176635,-0.006276794,svc005_cutting_the_ties.txt,svc005_cutting_the_ties,text,sweetvalley
-0.028993956,-0.003635101,svc006_bittersweet.txt,svc006_bittersweet,text,sweetvalley
-0.024166577,-0.001875901,svh001_double_love.txt,svh001_double_love,text,sweetvalley
-0.029263245,-0.004355097,svh002_secrets.txt,svh002_secrets,text,sweetvalley
-0.027976747,-0.003861186,svh003_playing_with_fire.txt,svh003_playing_with_fire,text,sweetvalley
-0.020983766,-0.003950626,svh004_power_play.txt,svh004_power_play,text,sweetvalley
-0.030789309,-0.009323542,svh005_all_night_long.txt,svh005_all_night_long,text,sweetvalley
-0.024433224,-0.00201327,svh006_dangerous_love.txt,svh006_dangerous_love,text,sweetvalley
-0.024871104,-0.00383684,svh007_dear_sister.txt,svh007_dear_sister,text,sweetvalley
-0.033268164,-0.004941962,svh008_heartbreaker.txt,svh008_heartbreaker,text,sweetvalley
-0.011356174,-0.001586167,svh009_racing_hearts.txt,svh009_racing_hearts,text,sweetvalley
-0.020814311,-0.003644026,svh010_wrong_kind_of_girl.txt,svh010_wrong_kind_of_girl,text,sweetvalley
-0.028848289,-0.004774847,svh011_too_good_to_be_true.txt,svh011_too_good_to_be_true,text,sweetvalley
-0.033051279,-0.004984659,svh012_when_love_dies.txt,svh012_when_love_dies,text,sweetvalley
-0.022179199,-0.005349614,svh016_rags_to_riches.txt,svh016_rags_to_riches,text,sweetvalley
-0.027308995,-0.003659689,svh017_love_letters.txt,svh017_love_letters,text,sweetvalley
-0.028454121,-0.004123668,svh018_head_over_heels.txt,svh018_head_over_heels,text,sweetvalley
-0.028287376,-0.007336137,svh020_crash_landing.txt,svh020_crash_landing,text,sweetvalley
-0.03449709,-0.012115988,svh054_two_boy_weekend.txt,svh054_two_boy_weekend,text,sweetvalley
-0.017098141,-0.007243919,svh056_lost_at_sea.txt,svh056_lost_at_sea,text,sweetvalley
-0.021590367,-0.001289725,svh063_the_new_elizabeth.txt,svh063_the_new_elizabeth,text,sweetvalley
-0.022165764,-0.008137324,svh095_the_morning_after.txt,svh095_the_morning_after,text,sweetvalley
-0.023839216,-0.005796494,svh096_the_arrest.txt,svh096_the_arrest,text,sweetvalley
-0.023004212,-0.00845591,svh097_the_verdict.txt,svh097_the_verdict,text,sweetvalley
-0.015717233,-0.014637279,svh098_the_wedding.txt,svh098_the_wedding,text,sweetvalley
-0.015184979,-0.00703625,svh099_beware_the_babysitter.txt,svh099_beware_the_babysitter,text,sweetvalley
-0.026103847,0.000291352,svh112_jessica_quits_the_squad.txt,svh112_jessica_quits_the_squad,text,sweetvalley
0.002589298,-0.009903396,svh114_v_for_victory.txt,svh114_v_for_victory,text,sweetvalley
-0.016598109,0.009284229,ts01_the_against_taffy_sinclair_club.txt,ts01_the_against_taffy_sinclair_club,text,taffysinclair
-0.023195681,0.013081083,ts02_taffy_sinclair_strikes_again.txt,ts02_taffy_sinclair_strikes_again,text,taffysinclair
-0.023995042,0.008362424,ts03_taffy_sinclair_queen_of_the_soaps.txt,ts03_taffy_sinclair_queen_of_the_soaps,text,taffysinclair
-0.021418202,0.013120749,ts04_taffy_sinclair_and_the_romance_machine_disaster.txt,ts04_taffy_sinclair_and_the_romance_machine_disaster,text,taffysinclair
-0.020343324,0.006605619,ts05_blackmailed_by_taffy_sinclair.txt,ts05_blackmailed_by_taffy_sinclair,text,taffysinclair
-0.021386283,0.003608473,ts06_taffy_sinclair_baby_ashley_and_me.txt,ts06_taffy_sinclair_baby_ashley_and_me,text,taffysinclair
-0.018262977,0.012613882,ts07_taffy_sinclair_and_the_secret_admirer_epidemic.txt,ts07_taffy_sinclair_and_the_secret_admirer_epidemic,text,taffysinclair
-0.023888779,0.006795465,ts08_taffy_sinclair_and_the_melanie_makeover.txt,ts08_taffy_sinclair_and_the_melanie_makeover,text,taffysinclair
-0.01368791,0.01006859,ts09_the _truth_about_taffy_sinclair.txt,ts09_the _truth_about_taffy_sinclair,text,taffysinclair
-0.015795017,-0.009836041,ts10_taffy_sinclair_goes_to_hollywood.txt,ts10_taffy_sinclair_goes_to_hollywood,text,taffysinclair
-0.028500142,-0.004127961,ts11_nobody_likes_taffy_sinclair.txt,ts11_nobody_likes_taffy_sinclair,text,taffysinclair
7.47E-18,-1.10E-18,NA,NA,mean,
-0.003059299,0.002035906,NA,NA,median,
